Price,Car Name,Region,Condition,Mileage
"₦ 5,838,000",Land Rover Range Rover Sport 2008 White,"Lagos State, Ajah",Local Used,144579 km
"₦ 6,448,000",Toyota Corolla 2005 Brown,"Lagos State, Kosofe",Local Used,454533 km
"₦ 8,400,000",Cadillac CTS 2008 Black,"Lagos State, Ogba",Local Used,209721 km
"₦ 4,465,125",Hyundai Santa Fe 2008 Black,"Lagos State, Surulere",Local Used,106357 km
"₦ 13,520,000",Hyundai Sonata 2014 Gray,"Abuja (FCT), Lugbe District",Local Used,155362 km
"₦ 14,175,000",Toyota RAV4 2.5 4x4 2011 White,"Kaduna State, Kaduna / Kaduna State",Foreign Used,117080 km
"₦ 9,450,000",Kia Forte 2015 Gray,"Ondo State, Akure",Foreign Used,315285 km
"₦ 2,520,000",Honda Accord 2003 Blue,"Abuja (FCT), Karu",Local Used,188642 km
"₦ 7,875,000",Audi Q5 2013 White,"Lagos State, Ikeja",Local Used,131017 km
"₦ 9,135,000",Hyundai Sonata 2012 Red,"Lagos State, Isolo",Foreign Used,228319 km
"₦ 23,920,000",Mercedes-Benz M Class 2014 Gray,"Lagos State, Magodo",Local Used,142825 km
"₦ 5,720,000",Toyota Corolla 2004 Gray,"Lagos State, Alimosho",Local Used,405780 km
"₦ 11,668,800",Toyota Camry 2009 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,51788 km
"₦ 9,765,000",Mercedes-Benz E350 2010 Black,"Abuja (FCT), Jabi",Local Used,87848 km
"₦ 32,256,000",Mercedes-Benz GLC-Class 2017 Blue,"Lagos State, Amuwo-Odofin",Local Used,188437 km
"₦ 15,750,000",Kia Ray 2012 Gray,"Abuja (FCT), Gudu",Foreign Used,671457 km
"₦ 9,256,000",Lexus ES 2008 Gold,"Lagos State, Alimosho",Local Used,93852 km
"₦ 13,312,000",Toyota Camry 2011 Black,"Lagos State, Magodo",Foreign Used,228980 km
"₦ 6,300,000",Peugeot 407 2002 Gray,"Lagos State, Ikotun/Igando",Local Used,746646 km
"₦ 9,240,000",Lexus ES 350 2011 White,"Lagos State, Ikorodu",Local Used,136964 km
"₦ 3,675,000",Ford Edge 2007 Gray,"Rivers State, Port-Harcourt",Local Used,149069 km
"₦ 4,410,000",Toyota Sienna 2006 Gold,"Lagos State, Ajah",Local Used,427144 km
"₦ 4,725,000",Toyota Camry 2006 Red,"Ogun State, Abeokuta North",Local Used,412776 km
"₦ 6,032,000",Toyota 4-Runner 2000 Black,"Lagos State, Ikeja",Local Used,178683 km
"₦ 6,300,000",Toyota Corolla 2006 Silver,"Lagos State, Amuwo-Odofin",Local Used,170070 km
"₦ 12,600,000",Mercedes-Benz C300 2013 Black,"Lagos State, Lekki",Foreign Used,234398 km
"₦ 7,586,250",Lexus IS 2008 Silver,"Abuja (FCT), Garki 2",Local Used,284738 km
"₦ 4,680,000",Honda Civic 2007 Gray,"Abuja (FCT), Lugbe District",Local Used,165045 km
"₦ 10,400,000",Toyota Corolla 2011 Silver,"Lagos State, Ikeja",Local Used,202005 km
"₦ 15,750,000",BMW 535i 2013 White,"Lagos State, Lekki",Local Used,320383 km
"₦ 7,280,000",Toyota Camry 2007 Green,"Abuja (FCT), Gudu",Local Used,93713 km
"₦ 16,016,000",Toyota Camry 2015 Red,"Abuja (FCT), Gwarinpa",Local Used,142230 km
"₦ 28,080,000",Honda Accord EX (1.5L 4cyl Turbo CVT) 2018 Black,"Lagos State, Lekki",Local Used,122594 km
"₦ 2,625,000",Nissan Almera 2004 Blue,"Lagos State, Abule Egba",Local Used,252573 km
"₦ 7,875,000",Toyota Camry 2005 Black,"Lagos State, Yaba",Foreign Used,273985 km
"₦ 23,100,000",Ford Mustang 2010 Gray,"Abuja (FCT), Jabi",Local Used,147328 km
"₦ 16,640,000",Toyota Camry 2012 Red,"Lagos State, Surulere",Local Used,165749 km
"₦ 21,000,000",Toyota Land Cruiser Prado 2004 Black,"Lagos State, Ilupeju",Local Used,159609 km
"₦ 13,650,000",Toyota Camry 2016 Gray,"Abuja (FCT), Kubwa",Foreign Used,118053 km
"₦ 5,040,000",BMW 320i 2009 Black,"Abuja (FCT), Jabi",Local Used,243530 km
"₦ 6,032,000",Toyota Sienna 2004 Gold,"Rivers State, Port-Harcourt",Local Used,4223843 km
"₦ 460,950,000",Brabus G 800 2019 Black,"Lagos State, Lekki",Foreign Used,31753 km
"₦ 15,600,000",Toyota Camry 2012 White,"Kaduna State, Kaduna / Kaduna State",Foreign Used,137333 km
"₦ 5,250,000",Toyota Avalon 2008 Gray,"Rivers State, Port-Harcourt",Local Used,195307 km
"₦ 6,136,000",Toyota Highlander 2002 Silver,"Rivers State, Port-Harcourt",Local Used,108293 km
"₦ 6,300,000",Toyota Camry 2007 Black,"Abuja (FCT), Kubwa",Local Used,612799 km
"₦ 3,150,000",Lexus RX 300 2002 Gray,"Lagos State, Ikorodu",Local Used,153282 km
"₦ 7,140,000",Toyota Camry 2011 Black,"Abuja (FCT), Gwarinpa",Local Used,327608 km
"₦ 22,050,000",Lexus ES 2013 White,"Lagos State, Ajah",Foreign Used,178385 km
"₦ 10,920,000",Toyota RAV4 2014 White,"Lagos State, Amuwo-Odofin",Local Used,157552 km
"₦ 3,640,000",Honda Accord 2004 Gray,"Lagos State, Isolo",Local Used,207868 km
"₦ 7,560,000",Toyota Corolla 2010 Silver,"Oyo State, Ibadan",Local Used,117794 km
"₦ 9,880,000",Hyundai Sonata 2011 Blue,"Lagos State, Isolo",Local Used,172367 km
"₦ 22,890,000",Mercedes-Benz M Class 2014 White,"Lagos State, Lekki",Foreign Used,178355 km
"₦ 7,072,000",Toyota Camry 2008 Black,"Lagos State, Amuwo-Odofin",Local Used,197007 km
"₦ 18,720,000",Mercedes-Benz GLK-Class 2014 Black,"Delta State, Oshimili South",Local Used,289789 km
"₦ 17,850,000",Toyota 4-Runner 2012 Black,"Abuja (FCT), Jabi",Local Used,141600 km
"₦ 3,150,000",Nissan Almera 2005 Silver,"Abuja (FCT), Kubwa",Local Used,317370 km
"₦ 5,720,000",Toyota Camry 2005 Gold,"Rivers State, Port-Harcourt",Local Used,341571 km
"₦ 10,500,000",Hyundai Sonata 2014 Gray,"Lagos State, Isolo",Foreign Used,155127 km
"₦ 3,045,000",Honda Accord 2007 Black,"Abuja (FCT), Gwarinpa",Local Used,283171 km
"₦ 4,200,000",Toyota Camry 2003 Black,"Oyo State, Ibadan",Local Used,196084 km
"₦ 3,360,000",Acura RL 2005 Black,"Lagos State, Alimosho",Local Used,280546 km
"₦ 17,325,000",Hyundai Creta 2020 Black,"Lagos State, Kosofe",Local Used,68351 km
"₦ 5,775,000",Toyota Corolla 2008 Black,"Oyo State, Ibadan",Local Used,165759 km
"₦ 5,250,000",Toyota Corolla 2004 Black,"Lagos State, Ogudu",Foreign Used,150119 km
"₦ 52,000,000",Lexus GX 2015 Gray,"Abuja (FCT), Wuse",Local Used,179629 km
"₦ 5,565,000",Toyota Camry 2009 Gray,"Rivers State, Port-Harcourt",Local Used,175875 km
"₦ 4,725,000",Honda Accord 2009 Gray,"Abuja (FCT), Lugbe District",Local Used,364723 km
"₦ 33,600,000",Mercedes-Benz GLE-Class 2018 White,"Delta State, Oshimili South",Local Used,30212 km
"₦ 5,460,000",Toyota RAV4 2007 Blue,"Lagos State, Ikorodu",Local Used,152341 km
"₦ 4,992,000",Toyota Corolla 2004 Beige,"Oyo State, Ibadan",Local Used,262360 km
"₦ 8,925,000",Lexus ES 350 2011 Gray,"Imo State, Owerri",Local Used,102548 km
"₦ 6,552,000",Lexus ES 2004 Gray,"Abuja (FCT), Asokoro",Local Used,178995 km
"₦ 2,205,000",Peugeot 307 2008 Blue,"Enugu State, Enugu",Local Used,188340 km
"₦ 8,190,000",Lexus RX 330 2004 Gray,"Lagos State, Ogba",Local Used,108813 km
"₦ 4,725,000",Toyota Avalon 2006 Green,"Lagos State, Surulere",Local Used,326084 km
"₦ 4,271,000",Toyota Camry 2007 Gray,"Imo State, Owerri",Local Used,290294 km
"₦ 4,725,000",Toyota Corolla 2004 Blue,"Lagos State, Ilupeju",Local Used,167842 km
"₦ 39,832,000",Toyota Avalon XLE (3.5L 6cyl 6A) 2018 Blue,"Lagos State, Yaba",Foreign Used,69470 km
"₦ 5,200,000",Nissan Pathfinder 2005 Gray,"Rivers State, Port-Harcourt",Local Used,18612 km
"₦ 36,750,000",Lexus NX 2016 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,166194 km
"₦ 8,840,000",Toyota Camry 2007 Blue,"Lagos State, Ikorodu",Local Used,263969 km
"₦ 30,160,000",Mercedes-Benz M Class 2014 Gray,"Imo State, Owerri",Foreign Used,153822 km
"₦ 5,250,000",Jeep Cherokee 2006 Black,"Lagos State, Abule Egba",Local Used,354828 km
"₦ 24,960,000",Lexus RX 350 2010 Black,"Lagos State, Ikorodu",Foreign Used,152341 km
"₦ 3,360,000",Mercedes-Benz C200 2001 Silver,"Enugu State, Enugu",Local Used,256925 km
"₦ 7,350,000",Toyota Corolla 2009 Gray,"Lagos State, Ilupeju",Local Used,144233 km
"₦ 2,730,000",Peugeot 307 2007 Blue,"Abuja (FCT), Gudu",Local Used,332594 km
"₦ 13,520,000",Ford Explorer 2012 Gray,"Delta State, Oshimili South",Local Used,218470 km
"₦ 3,640,000",Honda Accord 2005 Silver,"Rivers State, Port-Harcourt",Local Used,150444 km
"₦ 36,400,000",Toyota Highlander 2014 Gold,"Lagos State, Ojodu",Foreign Used,189161 km
"₦ 3,150,000",Hyundai Sonata 2007 Gray,"Oyo State, Ibadan",Local Used,119418 km
"₦ 8,840,000",Toyota Camry 2007 Gray,"Rivers State, Port-Harcourt",Local Used,134150 km
"₦ 4,368,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Karu",Local Used,275315 km
"₦ 50,960,000",Lexus RX 350 2016 Gold,"Lagos State, Surulere",Foreign Used,230816 km
"₦ 4,200,000",Toyota Paseo 1996 Black,"Abuja (FCT), Garki 2",Local Used,53593 km
"₦ 24,150,000",Ford Edge 2019 Blue,"Lagos State, Lekki",Local Used,41326 km
"₦ 24,150,000",Land Rover Range Rover Sport 2014 Black,"Lagos State, Amuwo-Odofin",Local Used,95226 km
"₦ 22,050,000",Lexus ES 2014 Red,"Lagos State, Magodo",Foreign Used,157948 km
"₦ 3,848,000",Honda Civic 2006 Blue,"Abuja (FCT), Wuse",Local Used,143777 km
"₦ 9,450,000",Ford Escape 2013 Black,"Lagos State, Isolo",Local Used,
"₦ 4,830,000",Renault Megane 2004 Silver,"Rivers State, Port-Harcourt",Foreign Used,310842 km
"₦ 17,850,000",Hyundai Santa Fe Limited AWD 2016 Blue,"Imo State, Owerri",Foreign Used,136895 km
"₦ 6,240,000",Toyota Avalon 2005 Gray,"Rivers State, Port-Harcourt",Local Used,236916 km
"₦ 8,925,000",Ford Explorer 2013 Black,"Lagos State, Alimosho",Local Used,219599 km
"₦ 3,837,750",Honda Civic 2007 Black,"Ondo State, Akure",Local Used,562187 km
"₦ 7,875,000",Acura ZDX 2010 White,"Lagos State, Lekki",Local Used,105043 km
"₦ 4,160,000",Acura MDX 2003 Black,"Lagos State, Alimosho",Local Used,278490 km
"₦ 7,350,000",Kia Borrego 2009 Red,"Edo State, Benin City",Local Used,173449 km
"₦ 3,360,000",Kia Sportage 2007 Black,"Enugu State, Enugu",Local Used,250000 km
"₦ 6,300,000",Toyota Camry 2010 Silver,"Oyo State, Ibadan",Local Used,233122 km
"₦ 9,450,000",Toyota Sienna 2014 Red,"Abuja (FCT), Jabi",Local Used,247751 km
"₦ 7,280,000",Toyota Sienna 2004 Blue,"Lagos State, Alimosho",Local Used,304717 km
"₦ 1,890,000",Hyundai Accent 2009 Black,"Oyo State, Ibadan",Local Used,311480 km
"₦ 3,360,000",Peugeot 307 2007 Silver,"Abuja (FCT), Jabi",Local Used,763145 km
"₦ 6,240,000",Toyota Sienna 2004 Red,"Ogun State, Abeokuta North",Local Used,300668 km
"₦ 16,800,000",Toyota Venza 2009 White,"Lagos State, Ikorodu",Foreign Used,416168 km
"₦ 7,560,000",Mercedes-Benz GL-Class 2008 Black,"Lagos State, Alimosho",Local Used,146314 km
"₦ 20,280,000",Toyota Highlander 2012 Silver,"Lagos State, Ikeja",Foreign Used,71969 km
"₦ 10,500,000",Toyota Camry 2012 Gray,"Akwa Ibom State, Uyo",Local Used,125485 km
"₦ 23,100,000",Honda CR-V 2018 Black,"Lagos State, Isolo",Local Used,100137 km
"₦ 9,360,000",Toyota 4-Runner 2008 Silver,"Lagos State, Lekki",Local Used,198922 km
"₦ 6,825,000",Toyota Corolla 2011 Blue,"Oyo State, Ibadan",Local Used,100971 km
"₦ 11,025,000",Honda Accord 2013 Beige,"Abuja (FCT), Lugbe District",Local Used,183307 km
"₦ 3,990,000",Nissan Quest 2008 Blue,"Lagos State, Abule Egba",Local Used,187570 km
"₦ 8,925,000",Lexus GX 2003 Black,"Enugu State, Enugu",Local Used,250000 km
"₦ 6,240,000",Lexus ES 2005 White,"Lagos State, Isolo",Local Used,216264 km
"₦ 5,250,000",Acura MDX 2012 Black,"Lagos State, Ikeja",Local Used,1 km
"₦ 3,150,000",Peugeot 206 2000 Blue,"Abuja (FCT), Asokoro",Local Used,226353 km
"₦ 12,075,000",Toyota Highlander SE 2010 Black,"Lagos State, Ikorodu",Local Used,203996 km
"₦ 28,080,000",Mercedes-Benz E350 2016 White,"Abuja (FCT), Garki 2",Foreign Used,71251 km
"₦ 15,600,000",Land Rover Range Rover Evoque 2012 Black,"Delta State, Oshimili South",Local Used,143940 km
"₦ 4,725,000",Honda Accord 2010 Gray,"Abuja (FCT), Gudu",Local Used,175374 km
"₦ 4,725,000",Toyota Corolla 2003 Brown,"Oyo State, Ibadan",Local Used,176718 km
"₦ 22,050,000",Honda Accord 2019 Gray,"Abuja (FCT), Central Business District",Local Used,153024 km
"₦ 13,104,000",Toyota Highlander 2013 Gray,"Lagos State, Isolo",Local Used,96977 km
"₦ 8,400,000",Nissan Teana 2008 Black,"Lagos State, Ikoyi",Local Used,81797 km
"₦ 14,175,000",Hyundai Genesis 3.8 AWD 2016 Brown,"Lagos State, Lekki",Local Used,98780 km
"₦ 26,250,000",Toyota RAV4 2018 Black,"Abuja (FCT), Karu",Foreign Used,137358 km
"₦ 7,280,000",Toyota Camry 2007 Red,"Edo State, Benin City",Local Used,167515 km
"₦ 20,280,000",Toyota Camry 2015 Gold,"Imo State, Owerri",Foreign Used,126811 km
"₦ 3,360,000",Honda Civic 1.6i LS Automatic 2008 Black,"Abuja (FCT), Lugbe District",Local Used,305315 km
"₦ 2,730,000",Honda Accord 2.0 VTS 1998 Silver,"Lagos State, Ikorodu",Local Used,301825 km
"₦ 8,840,000",Lexus RX 330 2004 Blue,"Edo State, Benin City",Local Used,125860 km
"₦ 7,560,000",Lexus GX 470 Sport Utility 2005 Black,"Lagos State, Lekki",Local Used,124107 km
"₦ 3,360,000",Mercedes-Benz C230 2004 Blue,"Lagos State, Magodo",Local Used,62313 km
"₦ 5,460,000",Kia Cerato 2011 Black,"Rivers State, Port-Harcourt",Local Used,155790 km
"₦ 14,700,000",Lexus LX 2000 Black,"Imo State, Owerri",Local Used,199060 km
"₦ 41,600,000",Mercedes-Benz C300 2016 Black,"Lagos State, Lekki",Foreign Used,35070 km
"₦ 3,528,000",Mercedes-Benz C230 2006 Black,"Abia State, Aba North",Local Used,193338 km
"₦ 3,150,000",Toyota Corolla 2002 Black,"Edo State, Benin City",Local Used,121747 km
"₦ 20,475,000",Toyota Avalon 2017 Blue,"Lagos State, Lekki",Foreign Used,201227 km
"₦ 6,132,000",Toyota RAV4 2006 Black,"Lagos State, Ojodu",Local Used,173720 km
"₦ 2,520,000",Toyota Avalon XL 2004 Silver,"Rivers State, Port-Harcourt",Local Used,27705 km
"₦ 17,010,000",Lexus RX 350 2011 Gray,"Lagos State, Surulere",Local Used,244296 km
"₦ 3,990,000",Honda Accord 2008 Red,"Lagos State, Alimosho",Local Used,299012 km
"₦ 11,156,250",Toyota RAV4 2008 Black,"Lagos State, Ogba",Foreign Used,292429 km
"₦ 6,846,000",Lexus IS 350 2006 Black,"Lagos State, Amuwo-Odofin",Local Used,243530 km
"₦ 11,000,000",Toyota Corolla 2009 Red,"Lagos State, Isolo",Foreign Used,247624 km
"₦ 7,665,000",Volkswagen Touareg 2007 Gray,"Lagos State, Alimosho",Local Used,238166 km
"₦ 5,208,000",Volkswagen Passat 2012 Gray,"Lagos State, Ajah",Local Used,139166 km
"₦ 8,400,000",Mercedes-Benz S-Class 2007 Black,"Lagos State, Magodo",Local Used,85946 km
"₦ 27,040,000",Toyota Sienna 2015 Pink,"Lagos State, Ikeja",Foreign Used,121971 km
"₦ 5,775,000",Toyota Yaris 2001 Blue,"Lagos State, Abule Egba",Foreign Used,361460 km
"₦ 3,360,000",Honda Accord 2006 Gray,"Lagos State, Alimosho",Local Used,173229 km
"₦ 3,744,000",Honda Pilot 2003 Silver,"Rivers State, Port-Harcourt",Local Used,12352 km
"₦ 3,570,000",Toyota RAV4 2002 Red,"Rivers State, Port-Harcourt",Local Used,362175 km
"₦ 14,040,000",Honda Accord 2015 Black,"Abuja (FCT), Asokoro",Local Used,156723 km
"₦ 2,940,000",Toyota RAV4 2001 Silver,"Lagos State, Mushin",Local Used,323295 km
"₦ 5,460,000",Toyota Camry 2007 Silver,"Ogun State, Abeokuta North",Local Used,264194 km
"₦ 2,496,000",Honda Accord 2000 Silver,"Lagos State, Ikorodu",Local Used,146324 km
"₦ 3,328,000",Honda Accord 2004 Blue,"Abuja (FCT), Gwarinpa",Local Used,310263 km
"₦ 6,478,500",Toyota Camry 2010 Gray,"Lagos State, Ogudu",Local Used,109199 km
"₦ 3,675,000",Nissan Primera 2002 Silver,"Oyo State, Ibadan",Local Used,258085 km
"₦ 28,080,000",Toyota Highlander 2015 Black,"Abuja (FCT), Lugbe District",Local Used,185101 km
"₦ 9,880,000",Mercedes-Benz C300 2010 Black,"Abuja (FCT), Karu",Local Used,288391 km
"₦ 18,720,000",Ford Edge 2015 Silver,"Lagos State, Alimosho",Local Used,180937 km
"₦ 4,368,000",Honda Pilot 2007 Black,"Oyo State, Ibadan",Local Used,265266 km
"₦ 6,510,000",Toyota RAV4 2008 Silver,"Enugu State, Enugu",Local Used,105241 km
"₦ 3,990,000",Mercedes-Benz C280 2006 Silver,"Abuja (FCT), Kubwa",Local Used,214481 km
"₦ 4,725,000",Toyota RAV4 2006 Gray,"Edo State, Benin City",Local Used,98892 km
"₦ 13,298,250",Lexus ES 2010 Blue,"Lagos State, Isolo",Foreign Used,89015 km
"₦ 6,457,500",Hyundai Sonata 2011 White,"Lagos State, Ojodu",Local Used,156908 km
"₦ 22,880,000",Lexus RX 350 2015 Gray,"Lagos State, Alimosho",Local Used,95350 km
"₦ 4,200,000",Nissan Armada 2006 Red,"Lagos State, Amuwo-Odofin",Local Used,297235 km
"₦ 6,825,000",Toyota Fortuner 2004 Gold,"Lagos State, Surulere",Local Used,303573 km
"₦ 25,200,000",Acura MDX 2018 White,"Lagos State, Magodo",Local Used,83122 km
"₦ 21,000,000",Toyota RAV4 2015 Gray,"Abuja (FCT), Garki 2",Foreign Used,261328 km
"₦ 15,080,000",Mercedes-Benz E350 2012 Black,"Lagos State, Surulere",Local Used,79610 km
"₦ 40,950,000",Lexus GX 2017 Black,"Lagos State, Abule Egba",Local Used,145178 km
"₦ 4,410,000",Toyota 4-Runner 2001 Gold,"Lagos State, Ikeja",Local Used,89640 km
"₦ 18,720,000",Toyota Corolla 2016 White,"Imo State, Owerri",Foreign Used,272736 km
"₦ 5,040,000",Toyota Sienna 2007 Gold,"Ogun State, Abeokuta North",Local Used,356684 km
"₦ 7,665,000",Lexus IS 250 2009 Silver,"Lagos State, Ajah",Local Used,178327 km
"₦ 5,250,000",Nissan Xterra 2005 Red,"Lagos State, Mushin",Local Used,244348 km
"₦ 23,400,000",Toyota Avalon 2015 Gray,"Imo State, Owerri",Foreign Used,170149 km
"₦ 3,129,000",Toyota RAV4 2001 Black,"Rivers State, Port-Harcourt",Local Used,193881 km
"₦ 25,725,000",Toyota Corolla 2021 White,"Lagos State, Magodo",Local Used,123025 km
"₦ 14,726,250",Hyundai Sonata 2016 Red,"Abuja (FCT), Garki 2",Foreign Used,109779 km
"₦ 12,600,000",Honda Ridgeline 2009 Black,"Abuja (FCT), Kubwa",Foreign Used,325325 km
"₦ 2,912,000",Honda Civic 2004 Red,"Abuja (FCT), Garki 2",Local Used,172058 km
"₦ 468,000,000",Lexus LX 2023 Black,"Abuja (FCT), Wuse",Foreign Used,3320 km
"₦ 22,575,000",Lexus ES 2015 Silver,"Lagos State, Magodo",Foreign Used,205124 km
"₦ 12,480,000",Toyota Camry 2012 White,"Abuja (FCT), Lugbe District",Local Used,238434 km
"₦ 4,725,000",Kia Cadenza 2012 Gray,"Lagos State, Ojodu",Local Used,111801 km
"₦ 4,725,000",Toyota Matrix 2003 Silver,"Lagos State, Ilupeju",Local Used,272303 km
"₦ 4,725,000",Honda Accord 2008 Black,"Rivers State, Port-Harcourt",Local Used,82728 km
"₦ 15,750,000",Hyundai Tucson 2013 Brown,"Kaduna State, Kaduna / Kaduna State",Foreign Used,188325 km
"₦ 8,400,000",Volkswagen Routan SEL Premium 2011 Purple,"Lagos State, Ikorodu",Foreign Used,127626 km
"₦ 4,746,000",Toyota 4-Runner 2004 Blue,"Lagos State, Surulere",Local Used,199917 km
"₦ 5,670,000",Ford Edge 2014 Black,"Lagos State, Lekki",Local Used,161142 km
"₦ 5,460,000",Ford Explorer 2008 Black,"Lagos State, Alimosho",Local Used,299002 km
"₦ 18,720,000",Mercedes-Benz GLK-Class 2012 Black,"Imo State, Owerri",Foreign Used,275094 km
"₦ 18,720,000",Ford F-150 2012 White,"Lagos State, Isolo",Local Used,113368 km
"₦ 78,750,000",BMW X6 2016 Blue,"Lagos State, Lekki",Foreign Used,76230 km
"₦ 14,175,000",Toyota Venza 2013 Blue,"Edo State, Benin City",Local Used,80427 km
"₦ 18,375,000",Mercedes-Benz GLK-Class 2009 Gold,"Imo State, Owerri",Foreign Used,249528 km
"₦ 5,720,000",Mercedes-Benz C230 2007 Silver,"Abuja (FCT), Wuse",Local Used,197457 km
"₦ 2,912,000",Toyota Camry 2000 Gold,"Lagos State, Alimosho",Local Used,
"₦ 5,200,000",Toyota Matrix 2005 Blue,"Rivers State, Port-Harcourt",Local Used,183364 km
"₦ 6,825,000",Land Rover Range Rover Sport 2009 White,"Abuja (FCT), Gudu",Local Used,230208 km
"₦ 27,615,000",Toyota Land Cruiser Prado 2012 Black,"Lagos State, Alimosho",Local Used,144421 km
"₦ 17,850,000",Toyota Highlander 2013 Black,"Lagos State, Ilupeju",Foreign Used,145106 km
"₦ 4,410,000",Toyota Highlander 2003 Black,"Ogun State, Abeokuta North",Local Used,202424 km
"₦ 10,027,500",Mercedes-Benz E350 2010 Black,"Lagos State, Ojodu",Local Used,81362 km
"₦ 2,835,000",Toyota Avalon 2004 Brown,"Oyo State, Ibadan",Local Used,314600 km
"₦ 26,250,000",Mercedes-Benz M Class 2012 Silver,"Lagos State, Magodo",Foreign Used,261108 km
"₦ 5,145,000",Toyota Sienna 2004 Red,"Lagos State, Ogba",Local Used,95823 km
"₦ 19,950,000",Toyota Avalon 2013 Gray,"Lagos State, Lekki",Foreign Used,282764 km
"₦ 7,592,000",Toyota 4-Runner 2007 Gray,"Abuja (FCT), Gudu",Local Used,259792 km
"₦ 5,250,000",Lexus ES 2004 Silver,"Edo State, Benin City",Local Used,225125 km
"₦ 14,700,000",Toyota Camry 2014 Silver,"Lagos State, Ojodu",Foreign Used,162346 km
"₦ 3,045,000",Nissan Almera 2003 Blue,"Oyo State, Ibadan",Local Used,135189 km
"₦ 5,250,000",Volkswagen Passat 2010 Silver,"Abuja (FCT), Gudu",Local Used,115068 km
"₦ 3,276,000",Mazda 3 2008 Black,"Lagos State, Amuwo-Odofin",Local Used,405354 km
"₦ 40,950,000",Mercedes-Benz GLS-Class 2017 White,"Lagos State, Lekki",Local Used,70250 km
"₦ 7,875,000",Lexus RX 350 2008 Black,"Rivers State, Port-Harcourt",Local Used,219088 km
"₦ 12,500,000",Mercedes-Benz E350 2012 Blue,"Abuja (FCT), Asokoro",Local Used,232321 km
"₦ 13,650,000",Toyota Venza 2012 White,"Lagos State, Isolo",Local Used,97346 km
"₦ 13,520,000",Toyota Venza AWD 2010 Green,"Imo State, Owerri",Local Used,168266 km
"₦ 15,750,000",Toyota Venza 2015 Black,"Abuja (FCT), Jabi",Local Used,220601 km
"₦ 9,450,000",Lexus GX 2006 Black,"Lagos State, Surulere",Local Used,188160 km
"₦ 6,090,000",Honda City 2009 Gray,"Abuja (FCT), Kubwa",Local Used,244641 km
"₦ 3,640,000",Toyota Sienna LE 2002 Silver,"Akwa Ibom State, Uyo",Local Used,163881 km
"₦ 4,305,000",Toyota Previa 2.4 GL 1993 Gray,"Lagos State, Ojodu",Local Used,216003 km
"₦ 9,360,000",Toyota Highlander 2007 Silver,"Abuja (FCT), Lugbe District",Local Used,264647 km
"₦ 15,750,000",Land Rover Range Rover Sport HSE 4x4 (5.0L 8cyl 6A) 2010 Black,"Lagos State, Lekki",Local Used,327677 km
"₦ 16,640,000",Mercedes-Benz M Class ML 350 4Matic 2011 White,"Lagos State, Ojodu",Local Used,144969 km
"₦ 3,640,000",Toyota RAV4 2001 White,"Oyo State, Ibadan",Local Used,169757 km
"₦ 3,150,000",Hyundai Santa Fe 2002 Silver,"Lagos State, Ogba",Local Used,210648 km
"₦ 9,360,000",Toyota Corolla 2010 Gray,"Akwa Ibom State, Uyo",Local Used,106157 km
"₦ 4,725,000",Hyundai Santa Fe 2007 Black,"Rivers State, Port-Harcourt",Local Used,283516 km
"₦ 6,300,000",Toyota 4-Runner 2004 Blue,"Oyo State, Ibadan",Foreign Used,190378 km
"₦ 4,461,450",Honda Accord 2008 Black,"Abuja (FCT), Asokoro",Local Used,233735 km
"₦ 11,025,000",Lexus RX 350 2008 Gray,"Lagos State, Yaba",Foreign Used,472009 km
"₦ 7,280,000",Toyota Camry 2007 Silver,"Lagos State, Ikeja",Local Used,453816 km
"₦ 6,240,000",Toyota Corolla 2006 Red,"Abuja (FCT), Asokoro",Local Used,315940 km
